Accession.ID,Data.Source,Related.ID,Nuc.Completeness,Sequence.Length,Sequence.Quality,Host,Location,region_exposure,country_exposure,division_exposure
EPI_ISL_420124,GISAID,"EPI_ISL_420124, ",Complete,29782,High,Homo Sapiens,Spain / Comunitat Valenciana / Valencia,Europe,Spain,Comunitat Valenciana
EPI_ISL_420125,GISAID,"EPI_ISL_420125, ",Complete,29782,High,Homo Sapiens,Spain / Comunitat Valenciana / Valencia,Europe,Spain,Comunitat Valenciana
EPI_ISL_420126,GISAID,"EPI_ISL_420126, ",Complete,29782,High,Homo Sapiens,Spain / Comunitat Valenciana / Valencia,Europe,Spain,Comunitat Valenciana
EPI_ISL_420127,GISAID,"EPI_ISL_420127, ",Complete,29782,High,Homo Sapiens,Spain / Comunitat Valenciana / Valencia,Europe,Spain,Comunitat Valenciana
EPI_ISL_420128,GISAID,"EPI_ISL_420128, ",Complete,29782,High,Homo Sapiens,Spain / Comunitat Valenciana / Valencia,Europe,Spain,Comunitat Valenciana
EPI_ISL_420129,GISAID,"EPI_ISL_420129, ",Complete,29782,High,Homo Sapiens,Spain / Comunitat Valenciana / Valencia,Europe,Spain,Comunitat Valenciana
EPI_ISL_420131,GISAID,"EPI_ISL_420131, ",Complete,29782,High,Homo Sapiens,Spain / Comunitat Valenciana / Valencia,Europe,Spain,Comunitat Valenciana
EPI_ISL_420132,GISAID,"EPI_ISL_420132, ",Complete,29807,High,Homo Sapiens,Spain / Comunitat Valenciana / Valencia,Europe,Spain,Comunitat Valenciana
EPI_ISL_420135,GISAID,"EPI_ISL_420135, ",Complete,29860,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420136,GISAID,"EPI_ISL_420136, ",Complete,29866,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420139,GISAID,"EPI_ISL_420139, ",Complete,29886,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420140,GISAID,"EPI_ISL_420140, ",Complete,29945,High,Homo Sapiens,Georgia / Tbilisi,Asia,Georgia,Tbilisi
EPI_ISL_420141,GISAID,"EPI_ISL_420141, ",Complete,29868,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420142,GISAID,"EPI_ISL_420142, ",Complete,29915,High,Homo Sapiens,Georgia / Tbilisi,Asia,Georgia,Tbilisi
EPI_ISL_420143,GISAID,"EPI_ISL_420143, ",Complete,29867,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420144,GISAID,"EPI_ISL_420144, ",Complete,29833,High,Homo Sapiens,Georgia / Tbilisi,Asia,Georgia,Tbilisi
EPI_ISL_420145,GISAID,"EPI_ISL_420145, ",Complete,29865,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420146,GISAID,"EPI_ISL_420146, ",Complete,29894,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420147,GISAID,"EPI_ISL_420147, ",Complete,29896,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420150,GISAID,"EPI_ISL_420150, ",Complete,29863,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420151,GISAID,"EPI_ISL_420151, ",Complete,29862,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420152,GISAID,"EPI_ISL_420152, ",Complete,29870,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420157,GISAID,"EPI_ISL_420157, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420158,GISAID,"EPI_ISL_420158, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420159,GISAID,"EPI_ISL_420159, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420160,GISAID,"EPI_ISL_420160, ",Complete,29900,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420162,GISAID,"EPI_ISL_420162, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420163,GISAID,"EPI_ISL_420163, ",Complete,29900,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420165,GISAID,"EPI_ISL_420165, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420166,GISAID,"EPI_ISL_420166, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420167,GISAID,"EPI_ISL_420167, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420171,GISAID,"EPI_ISL_420171, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420173,GISAID,"EPI_ISL_420173, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420175,GISAID,"EPI_ISL_420175, ",Complete,29900,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420177,GISAID,"EPI_ISL_420177, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420178,GISAID,"EPI_ISL_420178, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420179,GISAID,"EPI_ISL_420179, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420180,GISAID,"EPI_ISL_420180, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420181,GISAID,"EPI_ISL_420181, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420184,GISAID,"EPI_ISL_420184, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420185,GISAID,"EPI_ISL_420185, ",Complete,29900,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420188,GISAID,"EPI_ISL_420188, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420189,GISAID,"EPI_ISL_420189, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420190,GISAID,"EPI_ISL_420190, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420191,GISAID,"EPI_ISL_420191, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420192,GISAID,"EPI_ISL_420192, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420193,GISAID,"EPI_ISL_420193, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420194,GISAID,"EPI_ISL_420194, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420196,GISAID,"EPI_ISL_420196, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420197,GISAID,"EPI_ISL_420197, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420198,GISAID,"EPI_ISL_420198, ",Complete,29900,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420199,GISAID,"EPI_ISL_420199, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420200,GISAID,"EPI_ISL_420200, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420202,GISAID,"EPI_ISL_420202, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420203,GISAID,"EPI_ISL_420203, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420205,GISAID,"EPI_ISL_420205, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420208,GISAID,"EPI_ISL_420208, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420210,GISAID,"EPI_ISL_420210, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420211,GISAID,"EPI_ISL_420211, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420213,GISAID,"EPI_ISL_420213, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420215,GISAID,"EPI_ISL_420215, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420216,GISAID,"EPI_ISL_420216, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420217,GISAID,"EPI_ISL_420217, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420219,GISAID,"EPI_ISL_420219, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420220,GISAID,"EPI_ISL_420220, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420221,GISAID,"EPI_ISL_420221, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420222,GISAID,"EPI_ISL_420222, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420223,GISAID,"EPI_ISL_420223, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420224,GISAID,"EPI_ISL_420224, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420225,GISAID,"EPI_ISL_420225, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420229,GISAID,"EPI_ISL_420229, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420231,GISAID,"EPI_ISL_420231, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420232,GISAID,"EPI_ISL_420232, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420233,GISAID,"EPI_ISL_420233, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420235,GISAID,"EPI_ISL_420235, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420236,GISAID,"EPI_ISL_420236, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420237,GISAID,"EPI_ISL_420237, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420238,GISAID,"EPI_ISL_420238, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420239,GISAID,"EPI_ISL_420239, ",Complete,29900,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420240,GISAID,"EPI_ISL_420240, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420241,GISAID,"EPI_ISL_420241, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420242,GISAID,"EPI_ISL_420242, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420243,GISAID,"EPI_ISL_420243, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420244,GISAID,"EPI_ISL_420244, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420247,GISAID,"EPI_ISL_420247, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420248,GISAID,"EPI_ISL_420248, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420249,GISAID,"EPI_ISL_420249, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420250,GISAID,"EPI_ISL_420250, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420251,GISAID,"EPI_ISL_420251, ",Complete,29900,High,Homo Sapiens,United Kingdom / England / Derbyshire,Europe,United Kingdom,England
EPI_ISL_420252,GISAID,"EPI_ISL_420252, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / Derbyshire,Europe,United Kingdom,England
EPI_ISL_420254,GISAID,"EPI_ISL_420254, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420255,GISAID,"EPI_ISL_420255, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420259,GISAID,"EPI_ISL_420259, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420260,GISAID,"EPI_ISL_420260, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420261,GISAID,"EPI_ISL_420261, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420262,GISAID,"EPI_ISL_420262, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420263,GISAID,"EPI_ISL_420263, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420264,GISAID,"EPI_ISL_420264, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420265,GISAID,"EPI_ISL_420265, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420267,GISAID,"EPI_ISL_420267, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420268,GISAID,"EPI_ISL_420268, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420269,GISAID,"EPI_ISL_420269, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420270,GISAID,"EPI_ISL_420270, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420276,GISAID,"EPI_ISL_420276, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420277,GISAID,"EPI_ISL_420277, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420278,GISAID,"EPI_ISL_420278, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420279,GISAID,"EPI_ISL_420279, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420280,GISAID,"EPI_ISL_420280, ",Complete,29900,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420282,GISAID,"EPI_ISL_420282, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420284,GISAID,"EPI_ISL_420284, ",Complete,29900,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420285,GISAID,"EPI_ISL_420285, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420289,GISAID,"EPI_ISL_420289, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
EPI_ISL_420292,GISAID,"EPI_ISL_420292, ",Complete,29903,High,Homo Sapiens,United Kingdom / England / South Yorkshire,Europe,United Kingdom,England
MT291826,Genome Warehouse,"GWHABKZ01000001,MT291826",Complete,29807,High,Homo sapiens,China / Wuhan,Asia,China, Wuhan
MT291827,Genome Warehouse,"GWHACAT01000001,MT291827",Complete,29858,High,Homo sapiens,China / Wuhan,Asia,China, Wuhan
MT291828,Genome Warehouse,"GWHACAU01000001,MT291828",Complete,29858,High,Homo sapiens,China / Wuhan,Asia,China, Wuhan
MT291829,Genome Warehouse,"GWHACAV01000001,MT291829",Complete,29774,High,Homo sapiens,China / Wuhan,Asia,China, Wuhan
MT291830,Genome Warehouse,"GWHACAW01000001,MT291830",Complete,29807,High,Homo sapiens,China / Wuhan,Asia,China, Wuhan
MT291831,Genome Warehouse,"GWHACAX01000001,MT291831",Complete,29872,High,Homo sapiens,China / Beijing,Asia,China, Beijing
MT291832,Genome Warehouse,"GWHACAY01000001,MT291832",Complete,29828,High,Homo sapiens,China / Beijing,Asia,China, Beijing
MT291833,Genome Warehouse,"GWHACAZ01000001,MT291833",Complete,29821,High,Homo sapiens,China / Beijing,Asia,China, Beijing
MT291834,Genome Warehouse,"GWHACBA01000001,MT291834",Complete,29865,High,Homo sapiens,China / Beijing,Asia,China, Beijing
MT291836,Genome Warehouse,"GWHACBD01000001,MT291836",Complete,29860,High,Homo sapiens,China / Beijing,Asia,China, Beijing
EPI_ISL_420294,GISAID,"EPI_ISL_420294, ",Complete,29917,High,Homo Sapiens,Slovenia,Europe,Slovenia,
EPI_ISL_420295,GISAID,"EPI_ISL_420295, ",Complete,29811,High,Homo Sapiens,Slovenia,Europe,Slovenia,
EPI_ISL_420296,GISAID,"EPI_ISL_420296, ",Complete,29903,High,Homo Sapiens,United States / New York / Nassau County,North America,USA,New York
EPI_ISL_420297,GISAID,"EPI_ISL_420297, ",Complete,29903,High,Homo Sapiens,United States / New York / Brooklyn,North America,USA,New York
EPI_ISL_420298,GISAID,"EPI_ISL_420298, ",Complete,29903,High,Homo Sapiens,United States / New York / Nassau County,North America,USA,New York
EPI_ISL_420299,GISAID,"EPI_ISL_420299, ",Complete,29903,High,Homo Sapiens,United States / New York / Staten Island,North America,USA,New York
EPI_ISL_420300,GISAID,"EPI_ISL_420300, ",Complete,29903,High,Homo Sapiens,United States / New York / Queens,North America,USA,New York
EPI_ISL_420301,GISAID,"EPI_ISL_420301, ",Complete,29903,High,Homo Sapiens,United States / New York / Nassau County,North America,USA,New York
EPI_ISL_420302,GISAID,"EPI_ISL_420302, ",Complete,29903,High,Homo Sapiens,United States / New York / Bronx,North America,USA,New York
EPI_ISL_420303,GISAID,"EPI_ISL_420303, ",Complete,29847,High,Homo Sapiens,United States / Alaska / Fairbanks,North America,USA,Alaska
EPI_ISL_420304,GISAID,"EPI_ISL_420304, ",Complete,29850,High,Homo Sapiens,United States / Alaska / Fairbanks,North America,USA,Alaska
EPI_ISL_420305,GISAID,"EPI_ISL_420305, ",Complete,29815,High,Homo Sapiens,United States / Alaska / Fairbanks,North America,USA,Alaska
EPI_ISL_420306,GISAID,"EPI_ISL_420306, ",Complete,29894,High,Homo Sapiens,United States / Alaska / Fairbanks,North America,USA,Alaska
EPI_ISL_420307,GISAID,"EPI_ISL_420307, ",Complete,29903,High,Homo Sapiens,United States / New York / Brooklyn,North America,USA,New York
EPI_ISL_420308,GISAID,"EPI_ISL_420308, ",Complete,29903,High,Homo Sapiens,United States / New York / Manhattan,North America,USA,New York
EPI_ISL_420309,GISAID,"EPI_ISL_420309, ",Complete,29903,High,Homo Sapiens,United States / New York / Manhattan,North America,USA,New York
EPI_ISL_420312,GISAID,"EPI_ISL_420312, ",Complete,29897,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420313,GISAID,"EPI_ISL_420313, ",Complete,29892,High,Homo Sapiens,Norway,Europe,Norway,
EPI_ISL_420314,GISAID,"EPI_ISL_420314, ",Complete,29849,High,Homo Sapiens,Belgium / Brussel,Europe,Belgium,Brussels
EPI_ISL_420315,GISAID,"EPI_ISL_420315, ",Complete,29846,High,Homo Sapiens,Belgium / Yernee-fraineux,Europe,Belgium,Li猫ge
EPI_ISL_420316,GISAID,"EPI_ISL_420316, ",Complete,29839,High,Homo Sapiens,Belgium / Dilbeek,Europe,Belgium,Dilbeek
EPI_ISL_420317,GISAID,"EPI_ISL_420317, ",Complete,29844,High,Homo Sapiens,Belgium / Heverlee,Europe,Belgium,Leuven
EPI_ISL_420318,GISAID,"EPI_ISL_420318, ",Complete,29839,High,Homo Sapiens,Belgium / Arbre,Europe,Belgium,Ath
EPI_ISL_420319,GISAID,"EPI_ISL_420319, ",Complete,29844,High,Homo Sapiens,Belgium / Montigny-le-Tilleul,Europe,Belgium,Montigny-le-Tilleul
EPI_ISL_420320,GISAID,"EPI_ISL_420320, ",Complete,29837,High,Homo Sapiens,Belgium / Ukkel,Europe,Belgium,Ukkel
EPI_ISL_420321,GISAID,"EPI_ISL_420321, ",Complete,29843,High,Homo Sapiens,Belgium / Rixensart,Europe,Belgium,Rixensart
EPI_ISL_420322,GISAID,"EPI_ISL_420322, ",Complete,29852,High,Homo Sapiens,Belgium / Elsene,Europe,Belgium,Elsene
EPI_ISL_420323,GISAID,"EPI_ISL_420323, ",Complete,29844,High,Homo Sapiens,Belgium / Waterloo,Europe,Belgium,Waterloo
EPI_ISL_420324,GISAID,"EPI_ISL_420324, ",Complete,29853,High,Homo Sapiens,Belgium / Braine-le-Chateau,Europe,Belgium,Walloon Brabant
EPI_ISL_420325,GISAID,"EPI_ISL_420325, ",Complete,29851,High,Homo Sapiens,Belgium / Poppel,Europe,Belgium,Ravels
EPI_ISL_420326,GISAID,"EPI_ISL_420326, ",Complete,29849,High,Homo Sapiens,Belgium / Winksele,Europe,Belgium,Herent
EPI_ISL_420327,GISAID,"EPI_ISL_420327, ",Complete,29848,High,Homo Sapiens,Belgium / Zonhoven,Europe,Belgium,Zonhoven
